Boredom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Calmness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Confusion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Contempt,1,0,0,0,0,0,0,10,1,0,0,10,50,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Craving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Disappointment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,10,0,1,10,
Disgust,0,50,10,50,0,1,0,0,0,50,50,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Empathic-Pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,10,10,10,50,0,1,1,10,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,1,10,1,10,1,10,0,50,0,10,50,0,10,10,0,50,10,10,50,10,50,0,1,0,50,10,50,50,1,0,0,0,
Entrancement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Envy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Excitement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,50,0,50,0,0,0,1,0,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Fear,50,1,0,10,0,50,10,0,0,10,0,1,10,0,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,10,0,50,0,10,0,0,50,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,50,0,0,50,
Guilt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Horror,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,50,10,0,1,1,50,0,0,10,10,0,0,0,0,50,0,50,1,50,0,0,0,50,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Interest,0,0,0,0,10,0,1,1,10,0,0,0,0,10,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,50,0,0,50,50,10,50,0,0,1,10,0,10,0,50,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Joy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nostalgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pride,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Relief,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sadness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Satisfaction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sexual-Desire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Surprise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,50,50,50,1,1,10,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,50,10,50,10,50,0,50,0,10,1,50,10,0,50,50,0,1,50,50,10,50,1,0,0,0,0,50,10,0,0,1,0,0,
Sympathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,0,0,0,50,10,10,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,0,10,0,1,0,1,0,0,50,10,0,
Triumph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chatgpt-4o-latest,gpt-5,gpt-5.2-pro,gpt-5.1-chat-latest,gpt-5.2-chat-latest,gpt-5-mini,gpt-5-nano,gpt-4o,gpt-4o-mini,gpt-5.1,gpt-5.2,gpt-4.1,gpt-4.1-mini,gpt-4.1-nano,gpt-4-turbo,gpt-4,gpt-3.5-turbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emotion,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,,,,,,,,,,,,,,,,,Amusement,50,10,0,50,0,1,0,10,0,50,0,50,0,0,0,50,0,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,chatgpt-4o-latest,gpt-5,gpt-5.2-pro,gpt-5.1-chat-latest,gpt-5.2-chat-latest,gpt-5-mini,gpt-5-nano,gpt-4o,gpt-4o-mini,gpt-5.1,gpt-5.2,gpt-4.1,gpt-4.1-mini,gpt-4.1-nano,gpt-4-turbo,gpt-4,gpt-3.5-turbo,,,,,,,,,,,,,,,,,Interest,0,50,50,10,50,0,0,1,10,0,10,0,50,0,1,10,0,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Awe,0,0,0,0,1,10,50,50,50,0,0,0,0,0,50,10,50,271,,,,,,,,,,,,,,,,Excitement,0,0,0,0,10,0,50,0,50,0,0,0,1,0,50,0,1,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disgust,0,50,10,50,0,1,0,0,0,50,50,50,1,0,0,1,0,263,,,,,,,,,,,,,,,,Horror,0,0,10,0,1,50,10,0,1,1,50,0,0,10,10,0,0,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fear,50,1,0,10,0,50,10,0,0,10,0,1,10,0,1,0,1,144,,,,,,,,,,,,,,,,Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest,0,0,0,0,10,0,1,1,10,0,0,0,0,10,10,50,0,92,,,,,,,,,,,,,,,,Nostalgia,1,0,0,0,0,0,0,50,0,0,1,0,0,0,0,0,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contempt,1,0,0,0,0,0,0,10,1,0,0,10,50,0,0,0,10,82,,,,,,,,,,,,,,,,Aesthetic-Appreciation,10,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,10,10,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0,71,,,,,,,,,,,,,,,,Disgust,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horror,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,,,,,,,,,,,,,,,,Admiration,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,11,,,,,,,,,,,,gpt-4o-mini,gpt-4.1-nano,gpt-3.5-turbo,,,,,,,,,,,,,,,,,,,,
Pride,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,,,,,,,,,,,,,,,,Anger,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anger,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,Surprise,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chatgpt-4o-latest,gpt-5,gpt-5.2-pro,gpt-5.1-chat-latest,gpt-5.2-chat-latest,gpt-5-mini,gpt-5-nano,gpt-4o,gpt-4o-mini,gpt-5.1,gpt-5.2,gpt-4.1,gpt-4.1-mini,gpt-4.1-nano,gpt-4-turbo,gpt-4,gpt-3.5-turbo,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surprise,10,50,10,50,10,50,0,50,0,10,1,50,10,0,50,50,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empathic-Pain,50,10,1,10,1,10,1,10,0,50,0,10,50,0,10,10,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,chatgpt-4o-latest,gpt-5,gpt-5.2-pro,gpt-5.1-chat-latest,gpt-5.2-chat-latest,gpt-5-mini,gpt-5-nano,gpt-4o,gpt-4o-mini,gpt-5.1,gpt-5.2,gpt-4.1,gpt-4.1-mini,gpt-4.1-nano,gpt-4-turbo,gpt-4,gpt-3.5-turbo,,,,,,,,,,,,,,,,,Horror,0,0,50,0,50,1,50,0,0,0,50,0,0,10,1,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Amusement,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,Fear,0,0,0,0,0,0,10,0,50,0,10,0,0,50,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Anxiety,0,0,1,0,0,0,50,0,50,0,0,0,0,10,0,0,0,,,,,,,,,,,,,,,,,Amusement,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,50,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Awkwardness,0,0,0,0,0,0,10,50,0,0,0,0,0,0,10,0,10,,,,,,,,,,,,,,,,,Anxiety,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Disappointment,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,10,1,,,,,,,,,,,,,,,,,Disgust,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,,,,gpt-5-nano,gpt-4o-mini,gpt-4,gpt-3.5-turbo,,,,,,,,,,
,,,,,,,,,,,,,,,,,Empathic-Pain,50,10,10,10,10,50,0,1,1,10,1,0,50,0,0,0,0,,,,,,,,,,,,,,,,,Awkwardness,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Fear,0,0,0,0,0,0,0,0,10,0,0,0,0,50,0,0,50,,,,,,,,,,,,,,,,,Sympathy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Interest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Surprise,1,50,50,50,50,1,1,10,0,0,50,50,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chatgpt-4o-latest,gpt-5,gpt-5.2-pro,gpt-5.1-chat-latest,gpt-5.2-chat-latest,gpt-5-mini,gpt-5-nano,gpt-4o,gpt-4o-mini,gpt-5.1,gpt-5.2,gpt-4.1,gpt-4.1-mini,gpt-4.1-nano,gpt-4-turbo,gpt-4,gpt-3.5-turbo,
,,,,,,,,,,,,,,,,,Sympathy,0,1,0,1,1,10,0,0,0,50,10,10,0,0,50,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empathic-Pain,50,10,10,50,10,50,0,1,0,50,10,50,50,1,0,0,0,342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surprise,1,50,50,10,50,1,0,0,0,0,50,10,0,0,1,0,0,223
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amusement,10,0,1,0,0,0,50,50,0,10,0,0,0,0,0,50,0,171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fear,0,0,0,0,0,0,1,0,10,0,1,0,0,50,0,0,50,112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sympathy,0,1,0,1,1,10,0,10,0,1,0,1,0,0,50,10,0,85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,0,0,0,0,0,0,0,0,50,0,0,0,0,0,10,0,0,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disappointment,0,0,0,0,0,0,0,0,1,0,0,0,10,10,0,1,10,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awkwardness,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
